Ano,Trimestre,UF,UPA,V1008,V1014,V2003,VD4009,V4019,VD4012,VD4002,V2007,V2010,V2009,VD2002,VD2003,V1022,V1023,VD3004,V3002,VD4010,VD4011,V4018,V4025,V4040,VD4031,V1028,VD4016,VD4017
2024,3,42,420071353,10,12,3,1.0,,1.0,1.0,2,1,18,8,3,1,1,5.0,1.0,9.0,2.0,3.0,2.0,4.0,40.0,203.18910101,1601.0,1601.0
2023,1,33,330308254,10,10,7,,,,,2,1,75,6,7,1,1,3.0,2.0,,,,,,,669.43745566,,
2024,2,29,290139092,10,11,2,,,,,2,2,20,3,3,2,4,5.0,2.0,,,,,,,562.92732412,,
2024,3,42,420094622,8,12,3,7.0,,1.0,1.0,2,1,30,3,4,1,4,7.0,2.0,8.0,10.0,,2.0,4.0,40.0,333.45147541,6000.0,6000.0
2025,3,42,420226634,14,12,1,9.0,2.0,1.0,1.0,1,1,25,1,3,2,4,5.0,2.0,1.0,6.0,1.0,,4.0,60.0,193.38059417,3000.0,3000.0
2025,2,21,210009523,4,12,2,,,,,2,1,45,2,4,1,4,5.0,2.0,,,,,,,247.7076719,,
2023,4,31,310389035,10,11,1,,,,,2,4,74,1,2,2,4,1.0,2.0,,,,,,,181.78951294,,
2023,1,25,250009258,8,10,4,,,,,1,1,5,3,4,1,4,1.0,1.0,,,,,,,425.0728483,,
2023,4,35,351286930,13,11,3,,,,,1,2,11,3,6,1,4,2.0,1.0,,,,,,,3437.28725801,,
2024,2,41,410267210,3,11,2,2.0,,2.0,1.0,2,4,40,3,3,1,4,2.0,2.0,4.0,5.0,1.0,2.0,1.0,40.0,555.24079981,1412.0,1412.0
2023,2,28,280002382,9,10,1,,,,,2,1,76,1,3,1,4,1.0,2.0,,,,,,,155.87374467,,
2023,4,21,210164917,1,10,3,,,,,1,4,18,3,3,1,4,4.0,1.0,,,,,,,307.31515534,,
2025,4,31,310694634,9,13,2,,,,,2,4,63,2,3,2,4,2.0,2.0,,,,,,,341.47843741,,
2023,3,35,350691954,7,11,3,,,,,2,5,14,3,3,1,2,2.0,1.0,,,,,,,2144.76727963,,
2024,1,32,320095507,7,11,1,9.0,1.0,1.0,1.0,2,2,46,1,2,1,2,7.0,2.0,6.0,2.0,1.0,,4.0,40.0,180.94180691,3000.0,3000.0
2025,2,53,530031270,14,12,3,,,,,2,1,30,3,4,1,1,1.0,2.0,,,,,,,769.5890883,,
2024,1,50,500007165,1,11,1,,,,,2,4,54,1,3,1,4,2.0,2.0,,,,,,,252.28220662,,
2024,2,35,351129853,11,11,2,1.0,,1.0,1.0,2,1,28,2,2,1,2,7.0,2.0,4.0,5.0,4.0,2.0,4.0,44.0,1058.96268563,3000.0,8000.0
2024,1,29,290341609,13,11,1,,,,,2,4,60,1,3,1,4,5.0,2.0,,,,,,,1708.75033592,,
2025,2,43,430091658,1,12,2,4.0,,2.0,1.0,1,4,27,3,2,1,4,5.0,2.0,11.0,6.0,,,2.0,5.0,882.96363015,800.0,200.0
2023,4,51,510012814,13,11,5,,,,,2,1,19,3,6,1,2,6.0,1.0,,,,,,,120.53385838,,
2024,4,21,210030772,11,12,2,6.0,,2.0,1.0,2,4,49,2,3,2,4,7.0,2.0,9.0,2.0,,1.0,4.0,20.0,168.23097912,1420.0,1420.0
2023,2,15,150073577,7,10,1,2.0,,2.0,1.0,1,4,53,1,2,1,4,2.0,2.0,4.0,7.0,1.0,2.0,3.0,56.0,475.07017525,800.0,800.0
2024,4,31,310144961,6,11,2,4.0,,2.0,1.0,2,1,58,6,2,1,4,3.0,2.0,11.0,5.0,,,4.0,108.0,723.17617738,2212.0,2220.0
2025,3,42,420248786,8,12,3,,,,,1,1,88,7,3,2,4,2.0,2.0,,,,,,,125.36824117,,
2023,2,31,310536640,12,11,2,,,,,2,4,78,2,2,1,4,2.0,2.0,,,,,,,592.74074491,,
2024,1,29,290062982,8,11,2,2.0,,2.0,1.0,2,4,29,2,3,1,4,7.0,2.0,9.0,2.0,3.0,2.0,4.0,44.0,885.65606447,2000.0,2000.0
2023,2,32,320004426,9,10,2,8.0,1.0,1.0,1.0,1,1,51,2,4,1,2,7.0,2.0,9.0,2.0,1.0,,4.0,44.0,307.52736864,40000.0,40000.0
2024,2,26,260017506,14,11,3,,,,,2,4,9,3,5,1,1,2.0,1.0,,,,,,,387.85675748,,
2023,4,27,270067102,8,11,2,,,,,1,4,36,2,6,2,4,2.0,2.0,,,,,,,77.0384146,,
2023,3,43,430195415,9,10,1,9.0,1.0,1.0,1.0,2,1,40,1,3,1,1,5.0,2.0,5.0,8.0,1.0,,4.0,72.0,271.19518277,3000.0,3000.0
2024,2,17,170023836,13,11,1,,,,,2,4,92,1,1,1,4,2.0,2.0,,,,,,,179.25852748,,
2023,2,35,350034605,14,11,2,,,,2.0,2,1,50,2,3,1,4,5.0,2.0,,,,,,,3302.85407432,,
2024,4,17,170045654,2,12,1,,,,,1,4,79,1,2,2,4,1.0,2.0,,,,,,,32.47697825,,
2023,1,14,140006064,8,10,2,,,,,1,2,60,2,10,1,1,5.0,2.0,,,,,,,93.08164955,,
2025,1,52,520052090,3,12,4,,,,,2,1,14,3,4,1,2,2.0,1.0,,,,,,,329.5601848,,
2023,1,22,220001832,12,10,2,,,,,2,4,44,2,3,1,4,2.0,2.0,,,,,,,668.89571777,,
2023,2,33,330198320,11,10,1,4.0,,2.0,1.0,2,4,42,1,2,1,4,4.0,2.0,11.0,9.0,,,2.0,20.0,818.07241162,200.0,200.0
2023,4,14,140003135,6,10,1,6.0,,2.0,1.0,2,4,26,1,3,1,1,7.0,1.0,7.0,3.0,,1.0,2.0,30.0,77.84298019,800.0,800.0
2025,3,35,351266271,14,12,2,1.0,,1.0,1.0,2,1,50,2,2,1,1,7.0,2.0,9.0,2.0,3.0,2.0,4.0,44.0,209.64179085,4000.0,4000.0
2024,2,13,130113622,10,11,8,,,,,2,4,16,8,10,1,1,2.0,1.0,,,,,,,392.60021939,,
2023,2,24,240017494,1,10,3,,,,,2,1,12,3,4,1,4,2.0,1.0,,,,,,,232.94220184,,
